epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4469.14,0.79905,1.36822,0.95646,0.65766,0.47293,0.44615,0.37709,0.61506,0.97735,0.88799,0.000332966,0.000332966,0.000332966
2,9335,0.80107,0.9697,0.96733,0.447,0.47884,0.48708,0.41027,0.6275,0.82221,0.89579,0.000644311,0.000644311,0.000644311
